tWojewodztwo;Powiat;Gmina;Miejscowosc;Dzielnica;ludnosc
ŚWIĘTOKRZYSKIE;staszowski;Oleśnica;Oleśnica;;1706.0
ŚWIĘTOKRZYSKIE;staszowski;Osiek;Osiek;;1955.0
ŚWIĘTOKRZYSKIE;staszowski;Połaniec;Połaniec;;7343.0
ŚWIĘTOKRZYSKIE;staszowski;Rytwiany;Rytwiany;;
ŚWIĘTOKRZYSKIE;staszowski;Staszów;Staszów;;13362.0
ŚWIĘTOKRZYSKIE;staszowski;Szydłów;Szydłów;;951.0
ŚWIĘTOKRZYSKIE;staszowski;Łubnice;Łubnice;;
ŚWIĘTOKRZYSKIE;włoszczowski;Kluczewsko;Kluczewsko;;
ŚWIĘTOKRZYSKIE;włoszczowski;Krasocin;Krasocin;;
ŚWIĘTOKRZYSKIE;włoszczowski;Moskorzew;Moskorzew;;
ŚWIĘTOKRZYSKIE;włoszczowski;Radków;Radków;;
ŚWIĘTOKRZYSKIE;włoszczowski;Secemin;Secemin;;
ŚWIĘTOKRZYSKIE;włoszczowski;Włoszczowa;Włoszczowa;;9414.0
