tWojewodztwo;Powiat;Gmina;Miejscowosc;Dzielnica;ludnosc
PODKARPACKIE;mielecki;Czermin;Czermin;;
PODKARPACKIE;mielecki;Gawłuszowice;Gawłuszowice;;
PODKARPACKIE;mielecki;Mielec;Mielec;;56515.0
PODKARPACKIE;mielecki;Padew Narodowa;Padew Narodowa;;
PODKARPACKIE;mielecki;Przecław;Przecław;;1831.0
PODKARPACKIE;mielecki;Radomyśl Wielki;Radomyśl Wielki;;3452.0
PODKARPACKIE;mielecki;Tuszów Narodowy;Tuszów Narodowy;;
PODKARPACKIE;mielecki;Wadowice Górne;Wadowice Górne;;
PODKARPACKIE;niżański;Harasiuki;Harasiuki;;
PODKARPACKIE;niżański;Harasiuki;Harasiuki;;
PODKARPACKIE;niżański;Jarocin;Jarocin;;
PODKARPACKIE;niżański;Jeżowe;Jeżowe;;
PODKARPACKIE;niżański;Krzeszów;Krzeszów;;
PODKARPACKIE;niżański;Nisko;Nisko;;14310.0
PODKARPACKIE;niżański;Rudnik nad Sanem;Rudnik nad Sanem;;6315.0
PODKARPACKIE;niżański;Ulanów;Ulanów;;1343.0
PODKARPACKIE;przemyski;Bircza;Bircza;;976.0
PODKARPACKIE;przemyski;Dubiecko;Dubiecko;;784.0
PODKARPACKIE;przemyski;Fredropol;Fredropol;;
PODKARPACKIE;przemyski;Krasiczyn;Krasiczyn;;
PODKARPACKIE;przemyski;Krzywcza;Krzywcza;;
PODKARPACKIE;przemyski;Medyka;Medyka;;
PODKARPACKIE;przemyski;Orły;Orły;;
PODKARPACKIE;przemyski;Stubno;Stubno;;
PODKARPACKIE;przemyski;Żurawica;Żurawica;;
PODKARPACKIE;przeworski;Adamówka;Adamówka;;
PODKARPACKIE;przeworski;Gać;Gać;;
PODKARPACKIE;przeworski;Jawornik Polski;Jawornik Polski;;1158.0
PODKARPACKIE;przeworski;Kańczuga;Kańczuga;;2859.0
PODKARPACKIE;przeworski;Przeworsk;Przeworsk;;14422.0
PODKARPACKIE;przeworski;Sieniawa;Sieniawa;;1985.0
PODKARPACKIE;przeworski;Tryńcza;Tryńcza;;
PODKARPACKIE;przeworski;Zarzecze;Zarzecze;;
PODKARPACKIE;ropczycko-sędziszowski;Iwierzyce;Iwierzyce;;
PODKARPACKIE;ropczycko-sędziszowski;Ostrów;Ostrów;;
PODKARPACKIE;ropczycko-sędziszowski;Ropczyce;Ropczyce;;15855.0
PODKARPACKIE;ropczycko-sędziszowski;Sędziszów Małopolski;Sędziszów Małopolski;;12423.0
PODKARPACKIE;ropczycko-sędziszowski;Wielopole Skrzyńskie;Wielopole Skrzyńskie;;
PODKARPACKIE;rzeszowski;Boguchwała;Boguchwała;;6329.0
PODKARPACKIE;rzeszowski;Błażowa;Błażowa;;2074.0
PODKARPACKIE;rzeszowski;Chmielnik;Chmielnik;;
PODKARPACKIE;rzeszowski;Dynów;Dynów;;5959.0
PODKARPACKIE;rzeszowski;Głogów Małopolski;Głogów Małopolski;;10871.0
PODKARPACKIE;rzeszowski;Hyżne;Hyżne;;
PODKARPACKIE;rzeszowski;Kamień;Kamień;;
PODKARPACKIE;rzeszowski;Krasne;Krasne;;
PODKARPACKIE;rzeszowski;Lubenia;Lubenia;;
PODKARPACKIE;rzeszowski;Sokołów Małopolski;Sokołów Małopolski;;4376.0
PODKARPACKIE;rzeszowski;Trzebownisko;Trzebownisko;;
PODKARPACKIE;rzeszowski;Tyczyn;Tyczyn;;4627.0
PODKARPACKIE;rzeszowski;Świlcza;Świlcza;;
PODKARPACKIE;sanocki;Besko;Besko;;
PODKARPACKIE;sanocki;Bukowsko;Bukowsko;;
PODKARPACKIE;sanocki;Komańcza;Komańcza;;
PODKARPACKIE;sanocki;Sanok;Sanok;;33844.0
PODKARPACKIE;sanocki;Tyrawa Wołoska;Tyrawa Wołoska;;
PODKARPACKIE;sanocki;Zagórz;Zagórz;;4865.0
PODKARPACKIE;sanocki;Zarszyn;Zarszyn;;
PODKARPACKIE;stalowowolski;Bojanów;Bojanów;;
PODKARPACKIE;stalowowolski;Pysznica;Pysznica;;
PODKARPACKIE;stalowowolski;Radomyśl nad Sanem;Radomyśl nad Sanem;;
PODKARPACKIE;stalowowolski;Stalowa Wola;Stalowa Wola;;54300.0
PODKARPACKIE;stalowowolski;Zaklików;Zaklików;;2739.0
PODKARPACKIE;stalowowolski;Zaleszany;Zaleszany;;
PODKARPACKIE;strzyżowski;Czudec;Czudec;;
PODKARPACKIE;strzyżowski;Frysztak;Frysztak;;
PODKARPACKIE;strzyżowski;Niebylec;Niebylec;;
PODKARPACKIE;strzyżowski;Strzyżów;Strzyżów;;8327.0
PODKARPACKIE;strzyżowski;Wiśniowa;Wiśniowa;;
PODKARPACKIE;tarnobrzeski;Baranów Sandomierski;Baranów Sandomierski;;1386.0
PODKARPACKIE;tarnobrzeski;Gorzyce;Gorzyce;;
PODKARPACKIE;tarnobrzeski;Grębów;Grębów;;
PODKARPACKIE;tarnobrzeski;Nowa Dęba;Nowa Dęba;;10268.0
PODKARPACKIE;łańcucki;Białobrzegi;Białobrzegi;;
PODKARPACKIE;łańcucki;Czarna;Czarna;;
PODKARPACKIE;łańcucki;Markowa;Markowa;;
PODKARPACKIE;łańcucki;Rakszawa;Rakszawa;;
PODKARPACKIE;łańcucki;Łańcut;Łańcut;;17772.0
PODKARPACKIE;łańcucki;Żołynia;Żołynia;;
PODLASKIE;Białystok;Białystok;Białystok;;290386.0
PODLASKIE;Suwałki;Suwałki;Suwałki;;68143.0
PODLASKIE;augustowski;Augustów;Augustów;;28793.0
PODLASKIE;augustowski;Bargłów Kościelny;Bargłów Kościelny;;
PODLASKIE;augustowski;Lipsk;Lipsk;;2034.0
PODLASKIE;augustowski;Nowinka;Nowinka;;
PODLASKIE;augustowski;Nowinka;Nowinka;;
PODLASKIE;augustowski;Płaska;Płaska;;
PODLASKIE;augustowski;Sztabin;Sztabin;;
PODLASKIE;białostocki;Choroszcz;Choroszcz;;6185.0
PODLASKIE;białostocki;Czarna Białostocka;Czarna Białostocka;;8503.0
PODLASKIE;białostocki;Dobrzyniewo Duże;Dobrzyniewo Duże;;
PODLASKIE;białostocki;Grabówka;Grabówka;;
PODLASKIE;białostocki;Gródek;Gródek;;
PODLASKIE;białostocki;Juchnowiec Kościelny;Juchnowiec Kościelny;;
PODLASKIE;białostocki;Michałowo;Michałowo;;2712.0
PODLASKIE;białostocki;Poświętne;Poświętne;;
PODLASKIE;białostocki;Supraśl;Supraśl;;4289.0
PODLASKIE;białostocki;Suraż;Suraż;;952.0
PODLASKIE;białostocki;Turośń Kościelna;Turośń Kościelna;;
PODLASKIE;białostocki;Tykocin;Tykocin;;1838.0
PODLASKIE;białostocki;Wasilków;Wasilków;;12831.0
PODLASKIE;białostocki;Zabłudów;Zabłudów;;2495.0
PODLASKIE;białostocki;Zawady;Zawady;;
PODLASKIE;białostocki;Łapy;Łapy;;14253.0
PODLASKIE;bielski;Bielsk Podlaski;Bielsk Podlaski;;23558.0
PODLASKIE;bielski;Boćki;Boćki;;
PODLASKIE;bielski;Brańsk;Brańsk;;3469.0
PODLASKIE;bielski;Orla;Orla;;
PODLASKIE;bielski;Rudka;Rudka;;
PODLASKIE;bielski;Wyszki;Wyszki;;
PODLASKIE;grajewski;Grajewo;Grajewo;;20724.0
PODLASKIE;grajewski;Radziłów;Radziłów;;
PODLASKIE;grajewski;Rajgród;Rajgród;;1378.0
PODLASKIE;grajewski;Szczuczyn;Szczuczyn;;3093.0
PODLASKIE;grajewski;Wąsosz;Wąsosz;;
PODLASKIE;hajnowski;Białowieża;Białowieża;;
PODLASKIE;hajnowski;Czeremcha;Czeremcha;;
PODLASKIE;hajnowski;Czyże;Czyże;;
PODLASKIE;hajnowski;Dubicze Cerkiewne;Dubicze Cerkiewne;;
PODLASKIE;hajnowski;Hajnówka;Hajnówka;;18709.0
PODLASKIE;hajnowski;Kleszczele;Kleszczele;;1026.0
PODLASKIE;hajnowski;Narew;Narew;;
PODLASKIE;hajnowski;Narewka;Narewka;;
PODLASKIE;kolneński;Grabowo;Grabowo;;
PODLASKIE;kolneński;Kolno;Kolno;;9772.0
PODLASKIE;kolneński;Mały Płock;Mały Płock;;
PODLASKIE;kolneński;Stawiski;Stawiski;;1975.0
PODLASKIE;kolneński;Turośl;Turośl;;
PODLASKIE;kolneński;Turośl;Turośl;;
PODLASKIE;moniecki;Goniądz;Goniądz;;1697.0
PODLASKIE;moniecki;Jasionówka;Jasionówka;;
PODLASKIE;moniecki;Jaświły;Jaświły;;
PODLASKIE;moniecki;Knyszyn;Knyszyn;;2637.0
PODLASKIE;moniecki;Mońki;Mońki;;9330.0
PODLASKIE;moniecki;Trzcianne;Trzcianne;;
PODLASKIE;sejneński;Giby;Giby;;
PODLASKIE;sejneński;Giby;Giby;;
PODLASKIE;sejneński;Giby;Giby;;
PODLASKIE;sejneński;Krasnopol;Krasnopol;;
PODLASKIE;sejneński;Puńsk;Puńsk;;
PODLASKIE;sejneński;Sejny;Sejny;;4818.0
PODLASKIE;siemiatycki;Drohiczyn;Drohiczyn;;1735.0
PODLASKIE;siemiatycki;Dziadkowice;Dziadkowice;;
PODLASKIE;siemiatycki;Grodzisk;Grodzisk;;
PODLASKIE;siemiatycki;Mielnik;Mielnik;;
PODLASKIE;siemiatycki;Milejczyce;Milejczyce;;
PODLASKIE;siemiatycki;Nurzec-Stacja;Nurzec-Stacja;;
PODLASKIE;siemiatycki;Perlejewo;Perlejewo;;
PODLASKIE;siemiatycki;Siemiatycze;Siemiatycze;;13297.0
PODLASKIE;sokólski;Dąbrowa Białostocka;Dąbrowa Białostocka;;4956.0
PODLASKIE;sokólski;Janów;Janów;;
PODLASKIE;sokólski;Korycin;Korycin;;
PODLASKIE;sokólski;Krynki;Krynki;;2105.0
PODLASKIE;sokólski;Kuźnica;Kuźnica;;
PODLASKIE;sokólski;Nowy Dwór;Nowy Dwór;;
PODLASKIE;sokólski;Sidra;Sidra;;
PODLASKIE;sokólski;Sokółka;Sokółka;;16937.0
PODLASKIE;sokólski;Suchowola;Suchowola;;2003.0
PODLASKIE;sokólski;Szudziałowo;Szudziałowo;;
PODLASKIE;suwalski;Bakałarzewo;Bakałarzewo;;
PODLASKIE;suwalski;Filipów;Filipów;;
PODLASKIE;suwalski;Jeleniewo;Jeleniewo;;
PODLASKIE;suwalski;Przerośl;Przerośl;;
PODLASKIE;suwalski;Raczki;Raczki;;
PODLASKIE;suwalski;Rutka-Tartak;Rutka-Tartak;;
PODLASKIE;suwalski;Szypliszki;Szypliszki;;
PODLASKIE;suwalski;Wiżajny;Wiżajny;;
PODLASKIE;wysokomazowiecki;Ciechanowiec;Ciechanowiec;;4334.0
PODLASKIE;wysokomazowiecki;Czyżew;Czyżew;;2457.0
PODLASKIE;wysokomazowiecki;Klukowo;Klukowo;;
PODLASKIE;wysokomazowiecki;Kobylin-Borzymy;Kobylin-Borzymy;;
PODLASKIE;wysokomazowiecki;Kulesze Kościelne;Kulesze Kościelne;;
PODLASKIE;wysokomazowiecki;Nowe Piekuty;Nowe Piekuty;;
PODLASKIE;wysokomazowiecki;Sokoły;Sokoły;;
PODLASKIE;wysokomazowiecki;Szepietowo;Szepietowo;;1963.0
PODLASKIE;wysokomazowiecki;Wysokie Mazowieckie;Wysokie Mazowieckie;;8993.0
PODLASKIE;zambrowski;Kołaki Kościelne;Kołaki Kościelne;;
PODLASKIE;zambrowski;Szumowo;Szumowo;;
PODLASKIE;zambrowski;Zambrów;Zambrów;;20668.0
PODLASKIE;Łomża;Łomża;Łomża;;59263.0
PODLASKIE;łomżyński;Jedwabne;Jedwabne;;1671.0
PODLASKIE;łomżyński;Miastkowo;Miastkowo;;
PODLASKIE;łomżyński;Nowogród;Nowogród;;2066.0
PODLASKIE;łomżyński;Przytuły;Przytuły;;
PODLASKIE;łomżyński;Wizna;Wizna;;
PODLASKIE;łomżyński;Zbójna;Zbójna;;
PODLASKIE;łomżyński;Śniadowo;Śniadowo;;
POMORSKIE;Gdańsk;Gdańsk;Gdańsk;;488651.0
POMORSKIE;Gdynia;Gdynia;Gdynia;;240084.0
POMORSKIE;Sopot;Sopot;Sopot;;31444.0
POMORSKIE;Słupsk;Słupsk;Słupsk;;84767.0
POMORSKIE;bytowski;Borzytuchom;Borzytuchom;;
POMORSKIE;bytowski;Bytów;Bytów;;16178.0
POMORSKIE;bytowski;Czarna Dąbrówka;Czarna Dąbrówka;;
POMORSKIE;bytowski;Kołczygłowy;Kołczygłowy;;
POMORSKIE;bytowski;Lipnica;Lipnica;;
POMORSKIE;bytowski;Miastko;Miastko;;9235.0
POMORSKIE;bytowski;Parchowo;Parchowo;;
POMORSKIE;bytowski;Parchowo;Parchowo;;
POMORSKIE;bytowski;Studzienice;Studzienice;;
POMORSKIE;bytowski;Trzebielino;Trzebielino;;
POMORSKIE;bytowski;Tuchomie;Tuchomie;;
POMORSKIE;chojnicki;Brusy;Brusy;;5049.0
POMORSKIE;chojnicki;Chojnice;Chojnice;;38360.0
POMORSKIE;chojnicki;Czersk;Czersk;;9775.0
POMORSKIE;chojnicki;Czersk;Czersk;;9775.0
POMORSKIE;chojnicki;Konarzyny;Konarzyny;;
POMORSKIE;człuchowski;Czarne;Czarne;;5520.0
POMORSKIE;człuchowski;Człuchów;Człuchów;;12896.0
POMORSKIE;człuchowski;Debrzno;Debrzno;;4795.0
POMORSKIE;człuchowski;Koczała;Koczała;;
POMORSKIE;człuchowski;Przechlewo;Przechlewo;;
POMORSKIE;człuchowski;Rzeczenica;Rzeczenica;;
POMORSKIE;gdański;Cedry Wielkie;Cedry Wielkie;;
POMORSKIE;gdański;Kolbudy;Kolbudy;;
POMORSKIE;gdański;Pruszcz Gdański;Pruszcz Gdański;;32263.0
POMORSKIE;gdański;Przywidz;Przywidz;;
POMORSKIE;gdański;Pszczółki;Pszczółki;;
POMORSKIE;gdański;Suchy Dąb;Suchy Dąb;;
POMORSKIE;gdański;Trąbki Wielkie;Trąbki Wielkie;;
POMORSKIE;gdański;Trąbki Wielkie;Trąbki Wielkie;;
POMORSKIE;kartuski;Chmielno;Chmielno;;
POMORSKIE;kartuski;Kartuzy;Kartuzy;;13614.0
POMORSKIE;kartuski;Przodkowo;Przodkowo;;
POMORSKIE;kartuski;Sierakowice;Sierakowice;;
POMORSKIE;kartuski;Somonino;Somonino;;
POMORSKIE;kartuski;Stężyca;Stężyca;;
POMORSKIE;kartuski;Sulęczyno;Sulęczyno;;
POMORSKIE;kartuski;Żukowo;Żukowo;;6724.0
POMORSKIE;kartuski;Żukowo;Żukowo;;6724.0
POMORSKIE;kościerski;Dziemiany;Dziemiany;;
POMORSKIE;kościerski;Karsin;Karsin;;
POMORSKIE;kościerski;Kościerzyna;Kościerzyna;;23264.0
POMORSKIE;kościerski;Liniewo;Liniewo;;
POMORSKIE;kościerski;Lipusz;Lipusz;;
POMORSKIE;kościerski;Nowa Karczma;Nowa Karczma;;
POMORSKIE;kościerski;Stara Kiszewa;Stara Kiszewa;;
POMORSKIE;kwidzyński;Gardeja;Gardeja;;
POMORSKIE;kwidzyński;Kwidzyn;Kwidzyn;;36565.0
POMORSKIE;kwidzyński;Prabuty;Prabuty;;7996.0
POMORSKIE;kwidzyński;Ryjewo;Ryjewo;;
POMORSKIE;kwidzyński;Sadlinki;Sadlinki;;
POMORSKIE;lęborski;Cewice;Cewice;;
POMORSKIE;lęborski;Lębork;Lębork;;33791.0
POMORSKIE;lęborski;Nowa Wieś Lęborska;Nowa Wieś Lęborska;;
POMORSKIE;lęborski;Wicko;Wicko;;
POMORSKIE;lęborski;Łeba;Łeba;;3018.0
POMORSKIE;malborski;Lichnowy;Lichnowy;;
POMORSKIE;malborski;Malbork;Malbork;;36520.0
POMORSKIE;malborski;Miłoradz;Miłoradz;;
POMORSKIE;malborski;Miłoradz;Miłoradz;;
POMORSKIE;malborski;Nowy Staw;Nowy Staw;;3921.0
POMORSKIE;malborski;Stare Pole;Stare Pole;;
POMORSKIE;nowodworski;Krynica Morska;Krynica Morska;;1157.0
POMORSKIE;nowodworski;Nowy Dwór Gdański;Nowy Dwór Gdański;;9392.0
POMORSKIE;nowodworski;Ostaszewo;Ostaszewo;;
POMORSKIE;nowodworski;Stegna;Stegna;;
POMORSKIE;nowodworski;Sztutowo;Sztutowo;;
POMORSKIE;pucki;Hel;Hel;;2715.0
POMORSKIE;pucki;Jastarnia;Jastarnia;;2571.0
POMORSKIE;pucki;Kosakowo;Kosakowo;;
POMORSKIE;pucki;Krokowa;Krokowa;;
POMORSKIE;pucki;Puck;Puck;;10345.0
POMORSKIE;pucki;Władysławowo;Władysławowo;;9119.0
POMORSKIE;starogardzki;Bobowo;Bobowo;;
POMORSKIE;starogardzki;Czarna Woda;Czarna Woda;;2640.0
POMORSKIE;starogardzki;Kaliska;Kaliska;;
POMORSKIE;starogardzki;Lubichowo;Lubichowo;;
POMORSKIE;starogardzki;Osieczna;Osieczna;;
POMORSKIE;starogardzki;Osiek;Osiek;;
POMORSKIE;starogardzki;Skarszewy;Skarszewy;;6558.0
POMORSKIE;starogardzki;Skórcz;Skórcz;;3438.0
POMORSKIE;starogardzki;Smętowo Graniczne;Smętowo Graniczne;;
POMORSKIE;starogardzki;Starogard Gdański;Starogard Gdański;;44982.0
POMORSKIE;starogardzki;Zblewo;Zblewo;;
POMORSKIE;sztumski;Dzierzgoń;Dzierzgoń;;4810.0
POMORSKIE;sztumski;Mikołajki Pomorskie;Mikołajki Pomorskie;;
POMORSKIE;sztumski;Stary Dzierzgoń;Stary Dzierzgoń;;
POMORSKIE;sztumski;Stary Targ;Stary Targ;;
POMORSKIE;sztumski;Sztum;Sztum;;8891.0
POMORSKIE;słupski;Damnica;Damnica;;
POMORSKIE;słupski;Dębnica Kaszubska;Dębnica Kaszubska;;
POMORSKIE;słupski;Główczyce;Główczyce;;
POMORSKIE;słupski;Kobylnica;Kobylnica;;4961.0
POMORSKIE;słupski;Kępice;Kępice;;3220.0
POMORSKIE;słupski;Potęgowo;Potęgowo;;
POMORSKIE;słupski;Redzikowo;Redzikowo;;
POMORSKIE;słupski;Redzikowo;Redzikowo;;
POMORSKIE;słupski;Smołdzino;Smołdzino;;
POMORSKIE;słupski;Ustka;Ustka;;13461.0
POMORSKIE;tczewski;Gniew;Gniew;;6054.0
POMORSKIE;tczewski;Morzeszczyn;Morzeszczyn;;
POMORSKIE;tczewski;Pelplin;Pelplin;;7079.0
POMORSKIE;tczewski;Subkowy;Subkowy;;
POMORSKIE;tczewski;Tczew;Tczew;;56410.0
POMORSKIE;wejherowski;Choczewo;Choczewo;;
POMORSKIE;wejherowski;Gniewino;Gniewino;;
POMORSKIE;wejherowski;Linia;Linia;;
POMORSKIE;wejherowski;Luzino;Luzino;;
POMORSKIE;wejherowski;Reda;Reda;;28888.0
POMORSKIE;wejherowski;Rumia;Rumia;;53770.0
POMORSKIE;wejherowski;Szemud;Szemud;;
POMORSKIE;wejherowski;Wejherowo;Wejherowo;;45520.0
POMORSKIE;wejherowski;Łęczyce;Łęczyce;;
WARMIŃSKO-MAZURSKIE;Elbląg;Elbląg;Elbląg;;112052.0
WARMIŃSKO-MAZURSKIE;Olsztyn;Olsztyn;Olsztyn;;166392.0
WARMIŃSKO-MAZURSKIE;bartoszycki;Bartoszyce;Bartoszyce;;21055.0
WARMIŃSKO-MAZURSKIE;bartoszycki;Bisztynek;Bisztynek;;2114.0
WARMIŃSKO-MAZURSKIE;bartoszycki;Górowo Iławeckie;Górowo Iławeckie;;3578.0
WARMIŃSKO-MAZURSKIE;bartoszycki;Sępopol;Sępopol;;1860.0
WARMIŃSKO-MAZURSKIE;braniewski;Braniewo;Braniewo;;15827.0
WARMIŃSKO-MAZURSKIE;braniewski;Frombork;Frombork;;1976.0
WARMIŃSKO-MAZURSKIE;braniewski;Lelkowo;Lelkowo;;
WARMIŃSKO-MAZURSKIE;braniewski;Pieniężno;Pieniężno;;2368.0
WARMIŃSKO-MAZURSKIE;braniewski;Pieniężno;Pieniężno;;2368.0
WARMIŃSKO-MAZURSKIE;braniewski;Płoskinia;Płoskinia;;
WARMIŃSKO-MAZURSKIE;braniewski;Wilczęta;Wilczęta;;
WARMIŃSKO-MAZURSKIE;działdowski;Działdowo;Działdowo;;19949.0
WARMIŃSKO-MAZURSKIE;działdowski;Iłowo-Osada;Iłowo-Osada;;
WARMIŃSKO-MAZURSKIE;działdowski;Lidzbark;Lidzbark;;7122.0
WARMIŃSKO-MAZURSKIE;działdowski;Płośnica;Płośnica;;
WARMIŃSKO-MAZURSKIE;działdowski;Rybno;Rybno;;
WARMIŃSKO-MAZURSKIE;elbląski;Godkowo;Godkowo;;
WARMIŃSKO-MAZURSKIE;elbląski;Gronowo Elbląskie;Gronowo Elbląskie;;
WARMIŃSKO-MAZURSKIE;elbląski;Markusy;Markusy;;
WARMIŃSKO-MAZURSKIE;elbląski;Milejewo;Milejewo;;
WARMIŃSKO-MAZURSKIE;elbląski;Młynary;Młynary;;1637.0
WARMIŃSKO-MAZURSKIE;elbląski;Pasłęk;Pasłęk;;11630.0
WARMIŃSKO-MAZURSKIE;elbląski;Rychliki;Rychliki;;
WARMIŃSKO-MAZURSKIE;elbląski;Tolkmicko;Tolkmicko;;2379.0
WARMIŃSKO-MAZURSKIE;ełcki;Ełk;Ełk;;59250.0
WARMIŃSKO-MAZURSKIE;ełcki;Ełk;Ełk;;59250.0
WARMIŃSKO-MAZURSKIE;ełcki;Kalinowo;Kalinowo;;
WARMIŃSKO-MAZURSKIE;ełcki;Prostki;Prostki;;
WARMIŃSKO-MAZURSKIE;ełcki;Stare Juchy;Stare Juchy;;
WARMIŃSKO-MAZURSKIE;giżycki;Giżycko;Giżycko;;26832.0
WARMIŃSKO-MAZURSKIE;giżycki;Kruklanki;Kruklanki;;
WARMIŃSKO-MAZURSKIE;giżycki;Miłki;Miłki;;
WARMIŃSKO-MAZURSKIE;giżycki;Ryn;Ryn;;2643.0
WARMIŃSKO-MAZURSKIE;giżycki;Ryn;Ryn;;2643.0
WARMIŃSKO-MAZURSKIE;giżycki;Wydminy;Wydminy;;
WARMIŃSKO-MAZURSKIE;gołdapski;Banie Mazurskie;Banie Mazurskie;;
WARMIŃSKO-MAZURSKIE;gołdapski;Dubeninki;Dubeninki;;
WARMIŃSKO-MAZURSKIE;gołdapski;Gołdap;Gołdap;;13057.0
WARMIŃSKO-MAZURSKIE;iławski;Iława;Iława;;32013.0
WARMIŃSKO-MAZURSKIE;iławski;Kisielice;Kisielice;;1983.0
WARMIŃSKO-MAZURSKIE;iławski;Lubawa;Lubawa;;10670.0
WARMIŃSKO-MAZURSKIE;iławski;Susz;Susz;;5222.0
WARMIŃSKO-MAZURSKIE;iławski;Zalewo;Zalewo;;1986.0
WARMIŃSKO-MAZURSKIE;kętrzyński;Barciany;Barciany;;
WARMIŃSKO-MAZURSKIE;kętrzyński;Korsze;Korsze;;3871.0
WARMIŃSKO-MAZURSKIE;kętrzyński;Kętrzyn;Kętrzyn;;24795.0
WARMIŃSKO-MAZURSKIE;kętrzyński;Reszel;Reszel;;3962.0
WARMIŃSKO-MAZURSKIE;kętrzyński;Srokowo;Srokowo;;
WARMIŃSKO-MAZURSKIE;lidzbarski;Kiwity;Kiwity;;
WARMIŃSKO-MAZURSKIE;lidzbarski;Lidzbark Warmiński;Lidzbark Warmiński;;14266.0
WARMIŃSKO-MAZURSKIE;lidzbarski;Lubomino;Lubomino;;
WARMIŃSKO-MAZURSKIE;lidzbarski;Orneta;Orneta;;7867.0
WARMIŃSKO-MAZURSKIE;mrągowski;Mikołajki;Mikołajki;;3298.0
WARMIŃSKO-MAZURSKIE;mrągowski;Mikołajki;Mikołajki;;3298.0
WARMIŃSKO-MAZURSKIE;mrągowski;Mrągowo;Mrągowo;;20304.0
WARMIŃSKO-MAZURSKIE;mrągowski;Piecki;Piecki;;
WARMIŃSKO-MAZURSKIE;mrągowski;Sorkwity;Sorkwity;;
WARMIŃSKO-MAZURSKIE;nidzicki;Janowiec Kościelny;Janowiec Kościelny;;
WARMIŃSKO-MAZURSKIE;nidzicki;Janowo;Janowo;;
WARMIŃSKO-MAZURSKIE;nidzicki;Kozłowo;Kozłowo;;
WARMIŃSKO-MAZURSKIE;nidzicki;Nidzica;Nidzica;;12449.0
WARMIŃSKO-MAZURSKIE;nowomiejski;Biskupiec;Biskupiec;;
WARMIŃSKO-MAZURSKIE;nowomiejski;Grodziczno;Grodziczno;;
WARMIŃSKO-MAZURSKIE;nowomiejski;Kurzętnik;Kurzętnik;;
WARMIŃSKO-MAZURSKIE;nowomiejski;Nowe Miasto Lubawskie;Nowe Miasto Lubawskie;;10004.0
WARMIŃSKO-MAZURSKIE;olecki;Kowale Oleckie;Kowale Oleckie;;
WARMIŃSKO-MAZURSKIE;olecki;Olecko;Olecko;;15580.0
WARMIŃSKO-MAZURSKIE;olecki;Wieliczki;Wieliczki;;
WARMIŃSKO-MAZURSKIE;olecki;Świętajno;Świętajno;;
WARMIŃSKO-MAZURSKIE;olsztyński;Barczewo;Barczewo;;7292.0
WARMIŃSKO-MAZURSKIE;olsztyński;Biskupiec;Biskupiec;;9865.0
WARMIŃSKO-MAZURSKIE;olsztyński;Dobre Miasto;Dobre Miasto;;9199.0
WARMIŃSKO-MAZURSKIE;olsztyński;Dywity;Dywity;;
WARMIŃSKO-MAZURSKIE;olsztyński;Gietrzwałd;Gietrzwałd;;
WARMIŃSKO-MAZURSKIE;olsztyński;Jeziorany;Jeziorany;;2894.0
WARMIŃSKO-MAZURSKIE;olsztyński;Jonkowo;Jonkowo;;
WARMIŃSKO-MAZURSKIE;olsztyński;Kolno;Kolno;;
WARMIŃSKO-MAZURSKIE;olsztyński;Olsztynek;Olsztynek;;7177.0
WARMIŃSKO-MAZURSKIE;olsztyński;Purda;Purda;;
WARMIŃSKO-MAZURSKIE;olsztyński;Stawiguda;Stawiguda;;
WARMIŃSKO-MAZURSKIE;olsztyński;Stawiguda;Stawiguda;;
WARMIŃSKO-MAZURSKIE;olsztyński;Świątki;Świątki;;
WARMIŃSKO-MAZURSKIE;ostródzki;Dąbrówno;Dąbrówno;;
WARMIŃSKO-MAZURSKIE;ostródzki;Grunwald;Grunwald;;
WARMIŃSKO-MAZURSKIE;ostródzki;Grunwald;Grunwald;;
WARMIŃSKO-MAZURSKIE;ostródzki;Małdyty;Małdyty;;
WARMIŃSKO-MAZURSKIE;ostródzki;Miłakowo;Miłakowo;;2388.0
WARMIŃSKO-MAZURSKIE;ostródzki;Miłomłyn;Miłomłyn;;2428.0
WARMIŃSKO-MAZURSKIE;ostródzki;Morąg;Morąg;;12534.0
WARMIŃSKO-MAZURSKIE;ostródzki;Ostróda;Ostróda;;31028.0
WARMIŃSKO-MAZURSKIE;ostródzki;Łukta;Łukta;;
WARMIŃSKO-MAZURSKIE;piski;Biała Piska;Biała Piska;;3653.0
WARMIŃSKO-MAZURSKIE;piski;Orzysz;Orzysz;;5200.0
WARMIŃSKO-MAZURSKIE;piski;Pisz;Pisz;;17400.0
WARMIŃSKO-MAZURSKIE;piski;Ruciane-Nida;Ruciane-Nida;;4001.0
WARMIŃSKO-MAZURSKIE;szczycieński;Dźwierzuty;Dźwierzuty;;
WARMIŃSKO-MAZURSKIE;szczycieński;Jedwabno;Jedwabno;;
WARMIŃSKO-MAZURSKIE;szczycieński;Pasym;Pasym;;2383.0
WARMIŃSKO-MAZURSKIE;szczycieński;Pasym;Pasym;;2383.0
WARMIŃSKO-MAZURSKIE;szczycieński;Rozogi;Rozogi;;
WARMIŃSKO-MAZURSKIE;szczycieński;Szczytno;Szczytno;;21585.0
WARMIŃSKO-MAZURSKIE;szczycieński;Wielbark;Wielbark;;2958.0
